origin,destination,year,month,lon_o,lat_o,lon_d,lat_d,flights,passengers
ADELAIDE,DARWIN,1987,11,138.5306,-34.945,130.8767,-12.4147,4,370
ADELAIDE,MELBOURNE,1987,11,138.5306,-34.945,144.843,-37.6733,777,74993
ADELAIDE,PERTH,1987,11,138.5306,-34.945,115.9672,-31.9403,194,21055
ADELAIDE,SYDNEY,1987,11,138.5306,-34.945,151.1753,-33.9399,481,48353
BRISBANE,DARWIN,1987,11,153.1175,-27.3842,130.8767,-12.4147,21,1279
BRISBANE,MELBOURNE,1987,11,153.1175,-27.3842,144.843,-37.6733,408,36824
BRISBANE,PERTH,1987,11,153.1175,-27.3842,115.9672,-31.9403,4,274
BRISBANE,SYDNEY,1987,11,153.1175,-27.3842,151.1753,-33.9399,1094,122269
DARWIN,SYDNEY,1987,11,130.8767,-12.4147,151.1753,-33.9399,9,594
HOBART,MELBOURNE,1987,11,147.51,-42.8361,144.843,-37.6733,288,22565
MELBOURNE,PERTH,1987,11,144.843,-37.6733,115.9672,-31.9403,295,31195
MELBOURNE,SYDNEY,1987,11,144.843,-37.6733,151.1753,-33.9399,1742,203383
PERTH,SYDNEY,1987,11,115.9672,-31.9403,151.1753,-33.9399,169,19473
ADELAIDE,BRISBANE,1987,12,138.5306,-34.945,153.1175,-27.3842,67,6247
ADELAIDE,DARWIN,1987,12,138.5306,-34.945,130.8767,-12.4147,11,919
ADELAIDE,MELBOURNE,1987,12,138.5306,-34.945,144.843,-37.6733,673,61850
ADELAIDE,PERTH,1987,12,138.5306,-34.945,115.9672,-31.9403,188,20585
ADELAIDE,SYDNEY,1987,12,138.5306,-34.945,151.1753,-33.9399,389,38184
BRISBANE,DARWIN,1987,12,153.1175,-27.3842,130.8767,-12.4147,31,2747
BRISBANE,MELBOURNE,1987,12,153.1175,-27.3842,144.843,-37.6733,407,38885
BRISBANE,PERTH,1987,12,153.1175,-27.3842,115.9672,-31.9403,5,532
BRISBANE,SYDNEY,1987,12,153.1175,-27.3842,151.1753,-33.9399,1114,122770
DARWIN,SYDNEY,1987,12,130.8767,-12.4147,151.1753,-33.9399,15,1098
HOBART,MELBOURNE,1987,12,147.51,-42.8361,144.843,-37.6733,352,27481
MELBOURNE,PERTH,1987,12,144.843,-37.6733,115.9672,-31.9403,328,35898
MELBOURNE,SYDNEY,1987,12,144.843,-37.6733,151.1753,-33.9399,1609,185047
PERTH,SYDNEY,1987,12,115.9672,-31.9403,151.1753,-33.9399,197,24851
ADELAIDE,BRISBANE,1988,1,138.5306,-34.945,153.1175,-27.3842,62,6580
ADELAIDE,DARWIN,1988,1,138.5306,-34.945,130.8767,-12.4147,6,526
ADELAIDE,MELBOURNE,1988,1,138.5306,-34.945,144.843,-37.6733,671,60352
ADELAIDE,PERTH,1988,1,138.5306,-34.945,115.9672,-31.9403,186,21775
ADELAIDE,SYDNEY,1988,1,138.5306,-34.945,151.1753,-33.9399,390,40693
BRISBANE,DARWIN,1988,1,153.1175,-27.3842,130.8767,-12.4147,38,3124
BRISBANE,MELBOURNE,1988,1,153.1175,-27.3842,144.843,-37.6733,425,42967
BRISBANE,PERTH,1988,1,153.1175,-27.3842,115.9672,-31.9403,4,406
BRISBANE,SYDNEY,1988,1,153.1175,-27.3842,151.1753,-33.9399,1065,120867
DARWIN,SYDNEY,1988,1,130.8767,-12.4147,151.1753,-33.9399,12,957
HOBART,MELBOURNE,1988,1,147.51,-42.8361,144.843,-37.6733,438,36719
